"","Year","Round","Region Number","Region Name","Seed","Score","Team","Opponent","Opp_Score","Opp_Seed","Win"
"1243",2010,3,4,"South",1,70,"Duke","Purdue",57,4,1
"1244",2010,3,4,"South",4,57,"Purdue","Duke",70,1,0
"1245",2010,3,4,"South",10,49,"St Marys","Baylor",72,3,0
"1246",2010,3,4,"South",3,72,"Baylor","St Marys",49,10,1
"1247",2010,4,1,"Midwest",5,70,"Michigan St","Tennessee",69,6,1
"1248",2010,4,1,"Midwest",6,69,"Tennessee","Michigan St",70,5,0
"1249",2010,4,2,"West",5,63,"Butler","Kansas St",56,2,1
"1250",2010,4,2,"West",2,56,"Kansas St","Butler",63,5,0
"1251",2010,4,3,"East",1,66,"Kentucky","West Virginia",73,2,0
"1252",2010,4,3,"East",2,73,"West Virginia","Kentucky",66,1,1
"1253",2010,4,4,"South",1,78,"Duke","Baylor",71,3,1
"1254",2010,4,4,"South",3,71,"Baylor","Duke",78,1,0
"1255",2010,5,1,"Final Four",5,50,"Michigan St","Butler",52,5,0
"1256",2010,5,1,"Final Four",5,52,"Butler","Michigan St",50,5,1
"1257",2010,5,2,"Final Four",2,57,"West Virginia","Duke",78,1,0
"1258",2010,5,2,"Final Four",1,78,"Duke","West Virginia",57,2,1
"1259",2010,6,1,"Championship",5,59,"Butler","Duke",61,1,0
"1260",2010,6,1,"Championship",1,61,"Duke","Butler",59,5,1
"1261",2011,1,1,"East",1,75,"Ohio St","Texas San Antonio",46,16,1
"1262",2011,1,1,"East",16,46,"Texas San Antonio","Ohio St",75,1,0
"1263",2011,1,1,"East",2,102,"North Carolina","Long Island Brooklyn",87,15,1
"1264",2011,1,1,"East",15,87,"Long Island Brooklyn","North Carolina",102,2,0
"1265",2011,1,1,"East",3,77,"Syracuse","Indiana St",60,14,1
"1266",2011,1,1,"East",14,60,"Indiana St","Syracuse",77,3,0
"1267",2011,1,1,"East",4,59,"Kentucky","Princeton",57,13,1
"1268",2011,1,1,"East",13,57,"Princeton","Kentucky",59,4,0
"1269",2011,1,1,"East",5,84,"West Virginia","Clemson",78,12,1
"1270",2011,1,1,"East",12,78,"Clemson","West Virginia",84,5,0
"1271",2011,1,1,"East",6,55,"Xavier","Marquette",66,11,0
"1272",2011,1,1,"East",11,66,"Marquette","Xavier",55,6,1
"1273",2011,1,1,"East",7,68,"Washington","Georgia",65,10,1
"1274",2011,1,1,"East",10,65,"Georgia","Washington",68,7,0
"1275",2011,1,1,"East",8,61,"George Mason","Villanova",57,9,1
"1276",2011,1,1,"East",9,57,"Villanova","George Mason",61,8,0
"1277",2011,1,2,"West",1,87,"Duke","Hampton",45,16,1
"1278",2011,1,2,"West",16,45,"Hampton","Duke",87,1,0
"1279",2011,1,2,"West",2,68,"San Diego St","Northern Colorado",50,15,1
"1280",2011,1,2,"West",15,50,"Northern Colorado","San Diego St",68,2,0
"1281",2011,1,2,"West",3,81,"Connecticut","Bucknell",52,14,1
"1282",2011,1,2,"West",14,52,"Bucknell","Connecticut",81,3,0
"1283",2011,1,2,"West",4,85,"Texas","Oakland",81,13,1
"1284",2011,1,2,"West",13,81,"Oakland","Texas",85,4,0
"1285",2011,1,2,"West",5,77,"Arizona","Memphis",75,12,1
"1286",2011,1,2,"West",12,75,"Memphis","Arizona",77,5,0
"1287",2011,1,2,"West",6,78,"Cincinnati","Missouri",63,11,1
"1288",2011,1,2,"West",11,63,"Missouri","Cincinnati",78,6,0
"1289",2011,1,2,"West",7,66,"Temple","Penn St",64,10,1
"1290",2011,1,2,"West",10,64,"Penn St","Temple",66,7,0
"1291",2011,1,2,"West",8,75,"Michigan","Tennessee",45,9,1
"1292",2011,1,2,"West",9,45,"Tennessee","Michigan",75,8,0
"1293",2011,1,3,"Southwest",1,72,"Kansas","Boston University",53,16,1
"1294",2011,1,3,"Southwest",16,53,"Boston University","Kansas",72,1,0
"1295",2011,1,3,"Southwest",2,69,"Notre Dame","Akron",56,15,1
"1296",2011,1,3,"Southwest",15,56,"Akron","Notre Dame",69,2,0
"1297",2011,1,3,"Southwest",3,65,"Purdue","St Peters",43,14,1
"1298",2011,1,3,"Southwest",14,43,"St Peters","Purdue",65,3,0
"1299",2011,1,3,"Southwest",4,61,"Louisville","Morehead St",62,13,0
"1300",2011,1,3,"Southwest",13,62,"Morehead St","Louisville",61,4,1
"1301",2011,1,3,"Southwest",5,66,"Vanderbilt","Richmond",69,12,0
"1302",2011,1,3,"Southwest",12,69,"Richmond","Vanderbilt",66,5,1
"1303",2011,1,3,"Southwest",6,56,"Georgetown","VCU",74,11,0
"1304",2011,1,3,"Southwest",11,74,"VCU","Georgetown",56,6,1
"1305",2011,1,3,"Southwest",7,50,"Texas A&M","Florida St",57,10,0
"1306",2011,1,3,"Southwest",10,57,"Florida St","Texas A&M",50,7,1
"1307",2011,1,3,"Southwest",8,62,"UNLV","Illinois",73,9,0
"1308",2011,1,3,"Southwest",9,73,"Illinois","UNLV",62,8,1
"1309",2011,1,4,"Southeast",1,74,"Pittsburgh","UNC Asheville",51,16,1
"1310",2011,1,4,"Southeast",16,51,"UNC Asheville","Pittsburgh",74,1,0
"1311",2011,1,4,"Southeast",2,79,"Florida","Santa Barbara",51,15,1
"1312",2011,1,4,"Southeast",15,51,"Santa Barbara","Florida",79,2,0
"1313",2011,1,4,"Southeast",3,74,"BYU","Wofford",66,14,1
"1314",2011,1,4,"Southeast",14,66,"Wofford","BYU",74,3,0
"1315",2011,1,4,"Southeast",4,72,"Wisconsin","Belmont",58,13,1
"1316",2011,1,4,"Southeast",13,58,"Belmont","Wisconsin",72,4,0
"1317",2011,1,4,"Southeast",5,73,"Kansas St","Utah St",68,12,1
"1318",2011,1,4,"Southeast",12,68,"Utah St","Kansas St",73,5,0
"1319",2011,1,4,"Southeast",6,71,"St Johns","Gonzaga",86,11,0
"1320",2011,1,4,"Southeast",11,86,"Gonzaga","St Johns",71,6,1
"1321",2011,1,4,"Southeast",7,78,"UCLA","Michigan St",76,10,1
"1322",2011,1,4,"Southeast",10,76,"Michigan St","UCLA",78,7,0
"1323",2011,1,4,"Southeast",8,60,"Butler","Old Dominion",58,9,1
"1324",2011,1,4,"Southeast",9,58,"Old Dominion","Butler",60,8,0
"1325",2011,2,1,"East",1,98,"Ohio St","George Mason",66,8,1
"1326",2011,2,1,"East",8,66,"George Mason","Ohio St",98,1,0
"1327",2011,2,1,"East",2,86,"North Carolina","Washington",83,7,1
"1328",2011,2,1,"East",7,83,"Washington","North Carolina",86,2,0
"1329",2011,2,1,"East",3,62,"Syracuse","Marquette",66,11,0
"1330",2011,2,1,"East",11,66,"Marquette","Syracuse",62,3,1
"1331",2011,2,1,"East",4,71,"Kentucky","West Virginia",63,5,1
"1332",2011,2,1,"East",5,63,"West Virginia","Kentucky",71,4,0
"1333",2011,2,2,"West",1,73,"Duke","Michigan",71,8,1
"1334",2011,2,2,"West",8,71,"Michigan","Duke",73,1,0
"1335",2011,2,2,"West",2,71,"San Diego St","Temple",64,7,1
"1336",2011,2,2,"West",7,64,"Temple","San Diego St",71,2,0
"1337",2011,2,2,"West",3,69,"Connecticut","Cincinnati",58,6,1
"1338",2011,2,2,"West",6,58,"Cincinnati","Connecticut",69,3,0
"1339",2011,2,2,"West",4,69,"Texas","Arizona",70,5,0
"1340",2011,2,2,"West",5,70,"Arizona","Texas",69,4,1
"1341",2011,2,3,"Southwest",1,73,"Kansas","Illinois",59,9,1
"1342",2011,2,3,"Southwest",9,59,"Illinois","Kansas",73,1,0
"1343",2011,2,3,"Southwest",2,57,"Notre Dame","Florida St",71,10,0
"1344",2011,2,3,"Southwest",10,71,"Florida St","Notre Dame",57,2,1
"1345",2011,2,3,"Southwest",3,76,"Purdue","VCU",94,11,0
"1346",2011,2,3,"Southwest",11,94,"VCU","Purdue",76,3,1
"1347",2011,2,3,"Southwest",13,48,"Morehead St","Richmond",65,12,0
"1348",2011,2,3,"Southwest",12,65,"Richmond","Morehead St",48,13,1
"1349",2011,2,4,"Southeast",1,70,"Pittsburgh","Butler",71,8,0
"1350",2011,2,4,"Southeast",8,71,"Butler","Pittsburgh",70,1,1
"1351",2011,2,4,"Southeast",2,73,"Florida","UCLA",65,7,1
"1352",2011,2,4,"Southeast",7,65,"UCLA","Florida",73,2,0
"1353",2011,2,4,"Southeast",3,89,"BYU","Gonzaga",67,11,1
"1354",2011,2,4,"Southeast",11,67,"Gonzaga","BYU",89,3,0
"1355",2011,2,4,"Southeast",4,70,"Wisconsin","Kansas St",65,5,1
"1356",2011,2,4,"Southeast",5,65,"Kansas St","Wisconsin",70,4,0
"1357",2011,3,1,"East",1,60,"Ohio St","Kentucky",62,4,0
"1358",2011,3,1,"East",4,62,"Kentucky","Ohio St",60,1,1
"1359",2011,3,1,"East",2,81,"North Carolina","Marquette",63,11,1
"1360",2011,3,1,"East",11,63,"Marquette","North Carolina",81,2,0
"1361",2011,3,2,"West",1,77,"Duke","Arizona",93,5,0
"1362",2011,3,2,"West",5,93,"Arizona","Duke",77,1,1
"1363",2011,3,2,"West",2,67,"San Diego St","Connecticut",74,3,0
"1364",2011,3,2,"West",3,74,"Connecticut","San Diego St",67,2,1
"1365",2011,3,3,"Southwest",1,77,"Kansas","Richmond",57,12,1
"1366",2011,3,3,"Southwest",12,57,"Richmond","Kansas",77,1,0
"1367",2011,3,3,"Southwest",10,71,"Florida St","VCU",72,11,0
"1368",2011,3,3,"Southwest",11,72,"VCU","Florida St",71,10,1
"1369",2011,3,4,"Southeast",8,61,"Butler","Wisconsin",54,4,1
"1370",2011,3,4,"Southeast",4,54,"Wisconsin","Butler",61,8,0
"1371",2011,3,4,"Southeast",2,83,"Florida","BYU",74,3,1
"1372",2011,3,4,"Southeast",3,74,"BYU","Florida",83,2,0
"1373",2011,4,1,"East",4,76,"Kentucky","North Carolina",69,2,1
"1374",2011,4,1,"East",2,69,"North Carolina","Kentucky",76,4,0
"1375",2011,4,2,"West",5,63,"Arizona","Connecticut",65,3,0
"1376",2011,4,2,"West",3,65,"Connecticut","Arizona",63,5,1
"1377",2011,4,3,"Southwest",1,61,"Kansas","VCU",71,11,0
"1378",2011,4,3,"Southwest",11,71,"VCU","Kansas",61,1,1
"1379",2011,4,4,"Southeast",8,74,"Butler","Florida",71,2,1
"1380",2011,4,4,"Southeast",2,71,"Florida","Butler",74,8,0
"1381",2011,5,1,"Final Four",4,55,"Kentucky","Connecticut",56,3,0
"1382",2011,5,1,"Final Four",3,56,"Connecticut","Kentucky",55,4,1
"1383",2011,5,2,"Final Four",11,62,"VCU","Butler",70,8,0
"1384",2011,5,2,"Final Four",8,70,"Butler","VCU",62,11,1
"1385",2011,6,1,"Championship",3,53,"Connecticut","Butler",41,8,1
"1386",2011,6,1,"Championship",8,41,"Butler","Connecticut",53,3,0
"1387",2012,1,1,"South",1,81,"Kentucky","Western Kentucky",66,16,1
"1388",2012,1,1,"South",16,66,"Western Kentucky","Kentucky",81,1,0
"1389",2012,1,1,"South",2,70,"Duke","Lehigh",75,15,0
"1390",2012,1,1,"South",15,75,"Lehigh","Duke",70,2,1
"1391",2012,1,1,"South",3,68,"Baylor","South Dakota St",60,14,1
"1392",2012,1,1,"South",14,60,"South Dakota St","Baylor",68,3,0
"1393",2012,1,1,"South",4,79,"Indiana","New Mexico St",66,13,1
"1394",2012,1,1,"South",13,66,"New Mexico St","Indiana",79,4,0
"1395",2012,1,1,"South",5,59,"Wichita St","VCU",62,12,0
"1396",2012,1,1,"South",12,62,"VCU","Wichita St",59,5,1
"1397",2012,1,1,"South",6,64,"UNLV","Colorado",68,11,0
"1398",2012,1,1,"South",11,68,"Colorado","UNLV",64,6,1
"1399",2012,1,1,"South",7,63,"Notre Dame","Xavier",67,10,0
"1400",2012,1,1,"South",10,67,"Xavier","Notre Dame",63,7,1
"1401",2012,1,1,"South",8,77,"Iowa St","Connecticut",64,9,1
"1402",2012,1,1,"South",9,64,"Connecticut","Iowa St",77,8,0
"1403",2012,1,2,"West",1,89,"Michigan St","Long Island Brooklyn",67,16,1
"1404",2012,1,2,"West",16,67,"Long Island Brooklyn","Michigan St",89,1,0
"1405",2012,1,2,"West",2,84,"Missouri","Norfolk St",86,15,0
"1406",2012,1,2,"West",15,86,"Norfolk St","Missouri",84,2,1
"1407",2012,1,2,"West",3,88,"Marquette","BYU",68,14,1
"1408",2012,1,2,"West",14,68,"BYU","Marquette",88,3,0
"1409",2012,1,2,"West",4,69,"Louisville","Davidson",62,13,1
"1410",2012,1,2,"West",13,62,"Davidson","Louisville",69,4,0
"1411",2012,1,2,"West",5,75,"New Mexico","Long Beach St",68,12,1
"1412",2012,1,2,"West",12,68,"Long Beach St","New Mexico",75,5,0
"1413",2012,1,2,"West",6,58,"Murray St","Colorado St",41,11,1
"1414",2012,1,2,"West",11,41,"Colorado St","Murray St",58,6,0
"1415",2012,1,2,"West",7,71,"Florida","Virginia",45,10,1
"1416",2012,1,2,"West",10,45,"Virginia","Florida",71,7,0
"1417",2012,1,2,"West",8,54,"Memphis","St Louis",61,9,0
"1418",2012,1,2,"West",9,61,"St Louis","Memphis",54,8,1
"1419",2012,1,3,"East",1,72,"Syracuse","UNC Asheville",65,16,1
"1420",2012,1,3,"East",16,65,"UNC Asheville","Syracuse",72,1,0
"1421",2012,1,3,"East",2,78,"Ohio St","Loyola Maryland",59,15,1
"1422",2012,1,3,"East",15,59,"Loyola Maryland","Ohio St",78,2,0
"1423",2012,1,3,"East",3,86,"Florida St","St Bonaventure",63,14,1
"1424",2012,1,3,"East",14,63,"St Bonaventure","Florida St",86,3,0
"1425",2012,1,3,"East",4,73,"Wisconsin","Montana",49,13,1
"1426",2012,1,3,"East",13,49,"Montana","Wisconsin",73,4,0
"1427",2012,1,3,"East",5,79,"Vanderbilt","Harvard",70,12,1
"1428",2012,1,3,"East",12,70,"Harvard","Vanderbilt",79,5,0
"1429",2012,1,3,"East",6,65,"Cincinnati","Texas",59,11,1
"1430",2012,1,3,"East",11,59,"Texas","Cincinnati",65,6,0
"1431",2012,1,3,"East",7,77,"Gonzaga","West Virginia",54,10,1
"1432",2012,1,3,"East",10,54,"West Virginia","Gonzaga",77,7,0
"1433",2012,1,3,"East",8,70,"Kansas St","Southern Mississippi",64,9,1
"1434",2012,1,3,"East",9,64,"Southern Mississippi","Kansas St",70,8,0
"1435",2012,1,4,"Midwest",1,77,"North Carolina","Vermont",58,16,1
"1436",2012,1,4,"Midwest",16,58,"Vermont","North Carolina",77,1,0
"1437",2012,1,4,"Midwest",2,65,"Kansas","Detroit",50,15,1
"1438",2012,1,4,"Midwest",15,50,"Detroit","Kansas",65,2,0
"1439",2012,1,4,"Midwest",3,74,"Georgetown","Belmont",59,14,1
"1440",2012,1,4,"Midwest",14,59,"Belmont","Georgetown",74,3,0
"1441",2012,1,4,"Midwest",4,60,"Michigan","Ohio",65,13,0
"1442",2012,1,4,"Midwest",13,65,"Ohio","Michigan",60,4,1
"1443",2012,1,4,"Midwest",5,44,"Temple","South Florida",58,12,0
"1444",2012,1,4,"Midwest",12,58,"South Florida","Temple",44,5,1
"1445",2012,1,4,"Midwest",6,65,"San Diego St","NC State",79,11,0
"1446",2012,1,4,"Midwest",11,79,"NC State","San Diego St",65,6,1
"1447",2012,1,4,"Midwest",7,69,"St Marys","Purdue",72,10,0
"1448",2012,1,4,"Midwest",10,72,"Purdue","St Marys",69,7,1
"1449",2012,1,4,"Midwest",8,58,"Creighton","Alabama",57,9,1
"1450",2012,1,4,"Midwest",9,57,"Alabama","Creighton",58,8,0
"1451",2012,2,1,"South",1,87,"Kentucky","Iowa St",71,8,1
"1452",2012,2,1,"South",8,71,"Iowa St","Kentucky",87,1,0
"1453",2012,2,1,"South",15,58,"Lehigh","Xavier",70,10,0
"1454",2012,2,1,"South",10,70,"Xavier","Lehigh",58,15,1
"1455",2012,2,1,"South",3,80,"Baylor","Colorado",63,11,1
"1456",2012,2,1,"South",11,63,"Colorado","Baylor",80,3,0
"1457",2012,2,1,"South",4,63,"Indiana","VCU",61,12,1
"1458",2012,2,1,"South",12,61,"VCU","Indiana",63,4,0
"1459",2012,2,2,"West",1,65,"Michigan St","St Louis",61,9,1
"1460",2012,2,2,"West",9,61,"St Louis","Michigan St",65,1,0
"1461",2012,2,2,"West",15,50,"Norfolk St","Florida",84,7,0
"1462",2012,2,2,"West",7,84,"Florida","Norfolk St",50,15,1
"1463",2012,2,2,"West",3,62,"Marquette","Murray St",53,6,1
"1464",2012,2,2,"West",6,53,"Murray St","Marquette",62,3,0
"1465",2012,2,2,"West",4,59,"Louisville","New Mexico",58,5,1
"1466",2012,2,2,"West",5,58,"New Mexico","Louisville",59,4,0
"1467",2012,2,3,"East",1,75,"Syracuse","Kansas St",59,8,1
"1468",2012,2,3,"East",8,59,"Kansas St","Syracuse",75,1,0
"1469",2012,2,3,"East",2,73,"Ohio St","Gonzaga",66,7,1
"1470",2012,2,3,"East",7,66,"Gonzaga","Ohio St",73,2,0
"1471",2012,2,3,"East",3,56,"Florida St","Cincinnati",62,6,0
"1472",2012,2,3,"East",6,62,"Cincinnati","Florida St",56,3,1
"1473",2012,2,3,"East",4,60,"Wisconsin","Vanderbilt",57,5,1
"1474",2012,2,3,"East",5,57,"Vanderbilt","Wisconsin",60,4,0
"1475",2012,2,4,"Midwest",1,87,"North Carolina","Creighton",73,8,1
"1476",2012,2,4,"Midwest",8,73,"Creighton","North Carolina",87,1,0
"1477",2012,2,4,"Midwest",2,63,"Kansas","Purdue",60,10,1
"1478",2012,2,4,"Midwest",10,60,"Purdue","Kansas",63,2,0
"1479",2012,2,4,"Midwest",3,63,"Georgetown","NC State",88,11,0
"1480",2012,2,4,"Midwest",11,88,"NC State","Georgetown",63,3,1
"1481",2012,2,4,"Midwest",13,62,"Ohio","South Florida",56,12,1
"1482",2012,2,4,"Midwest",12,56,"South Florida","Ohio",62,13,0
"1483",2012,3,1,"South",1,102,"Kentucky","Indiana",90,4,1
"1484",2012,3,1,"South",4,90,"Indiana","Kentucky",102,1,0
"1485",2012,3,1,"South",10,70,"Xavier","Baylor",75,3,0
"1486",2012,3,1,"South",3,75,"Baylor","Xavier",70,10,1
"1487",2012,3,2,"West",1,44,"Michigan St","Louisville",57,4,0
"1488",2012,3,2,"West",4,57,"Louisville","Michigan St",44,1,1
"1489",2012,3,2,"West",7,68,"Florida","Marquette",58,3,1
"1490",2012,3,2,"West",3,58,"Marquette","Florida",68,7,0
"1491",2012,3,3,"East",1,84,"Syracuse","Wisconsin",83,4,1
"1492",2012,3,3,"East",4,83,"Wisconsin","Syracuse",84,1,0
"1493",2012,3,3,"East",2,81,"Ohio St","Cincinnati",66,6,1
"1494",2012,3,3,"East",6,66,"Cincinnati","Ohio St",81,2,0
"1495",2012,3,4,"Midwest",1,73,"North Carolina","Ohio",65,13,1
"1496",2012,3,4,"Midwest",13,65,"Ohio","North Carolina",73,1,0
"1497",2012,3,4,"Midwest",2,60,"Kansas","NC State",57,11,1
"1498",2012,3,4,"Midwest",11,57,"NC State","Kansas",60,2,0
"1499",2012,4,1,"South",1,82,"Kentucky","Baylor",70,3,1
"1500",2012,4,1,"South",3,70,"Baylor","Kentucky",82,1,0
"1501",2012,4,2,"West",4,72,"Louisville","Florida",68,7,1
"1502",2012,4,2,"West",7,68,"Florida","Louisville",72,4,0
"1503",2012,4,3,"East",1,70,"Syracuse","Ohio St",77,2,0
"1504",2012,4,3,"East",2,77,"Ohio St","Syracuse",70,1,1
"1505",2012,4,4,"Midwest",1,67,"North Carolina","Kansas",80,2,0
"1506",2012,4,4,"Midwest",2,80,"Kansas","North Carolina",67,1,1
"1507",2012,5,1,"Final Four",1,69,"Kentucky","Louisville",61,4,1
"1508",2012,5,1,"Final Four",4,61,"Louisville","Kentucky",69,1,0
"1509",2012,5,2,"Final Four",2,62,"Ohio St","Kansas",64,2,0
"1510",2012,5,2,"Final Four",2,64,"Kansas","Ohio St",62,2,1
"1511",2012,6,1,"Championship",1,67,"Kentucky","Kansas",59,2,1
"1512",2012,6,1,"Championship",2,59,"Kansas","Kentucky",67,1,0
"1513",2013,1,1,"Midwest",1,79,"Louisville","North Carolina A&T",48,16,1
"1514",2013,1,1,"Midwest",16,48,"North Carolina A&T","Louisville",79,1,0
"1515",2013,1,1,"Midwest",2,73,"Duke","Albany",61,15,1
"1516",2013,1,1,"Midwest",15,61,"Albany","Duke",73,2,0
"1517",2013,1,1,"Midwest",3,65,"Michigan St","Valparaiso",54,14,1
"1518",2013,1,1,"Midwest",14,54,"Valparaiso","Michigan St",65,3,0
"1519",2013,1,1,"Midwest",4,64,"St Louis","New Mexico St",44,13,1
"1520",2013,1,1,"Midwest",13,44,"New Mexico St","St Louis",64,4,0
"1521",2013,1,1,"Midwest",5,55,"Oklahoma St","Oregon",68,12,0
"1522",2013,1,1,"Midwest",12,68,"Oregon","Oklahoma St",55,5,1
"1523",2013,1,1,"Midwest",6,54,"Memphis","St Marys",52,11,1
"1524",2013,1,1,"Midwest",11,52,"St Marys","Memphis",54,6,0
"1525",2013,1,1,"Midwest",7,67,"Creighton","Cincinnati",63,10,1
"1526",2013,1,1,"Midwest",10,63,"Cincinnati","Creighton",67,7,0
"1527",2013,1,1,"Midwest",8,84,"Colorado St","Missouri",72,9,1
"1528",2013,1,1,"Midwest",9,72,"Missouri","Colorado St",84,8,0
"1529",2013,1,2,"West",1,64,"Gonzaga","Southern",58,16,1
"1530",2013,1,2,"West",16,58,"Southern","Gonzaga",64,1,0
"1531",2013,1,2,"West",2,95,"Ohio St","Iona",70,15,1
"1532",2013,1,2,"West",15,70,"Iona","Ohio St",95,2,0
